EGID,GDEKT,GGDENR,GGDENAME,EGRID,LGBKR,LPARZ,LPARZSX,LTYP,GEBNR,GBEZ,GKODE,GKODN,GKSCE,GSTAT,GKAT,GKLAS,GBAUJ,GBAUM,GBAUP,GABBJ,GAREA,GVOL,GVOLNORM,GVOLSCE,GASTW,GANZWHG,GAZZI,GSCHUTZR,GEBF,GWAERZH1,GENH1,GWAERSCEH1,GWAERDATH1,GWAERZH2,GENH2,GWAERSCEH2,GWAERDATH2,GWAERZW1,GENW1,GWAERSCEW1,GWAERDATW1,GWAERZW2,GENW2,GWAERSCEW2,GWAERDATW2,GEXPDAT
191991407,ZH,4,Hausen am Albis,CH367740339082,0,3744,,,2338,,2683983.225,1232033.162,901,1004,1060,1274,,,,,93,,,,1,,,,,7431,7540,869,2022-08-16,,,,,7630,7540,869,2022-08-16,,,,,2025-10-18
191993130,ZH,4,Hausen am Albis,,0,2846,,,,Rindviehstall,2681636,1233136,905,1001,1060,1271,,,,,,,,,1,,,,,7400,7500,869,2022-09-08,7400,7500,869,2022-09-08,7600,7500,869,2022-09-08,7600,7500,869,2022-09-08,2025-10-18
192004935,ZH,4,Hausen am Albis,CH127785403308,0,3229,,,2334,Milchviehstall,2681691.397,1234993.974,904,1001,1060,1271,,,,,1509,,,,1,,,0,,7400,7500,869,2024-06-13,7400,7500,869,2024-06-13,7600,7500,869,2024-06-13,7600,7500,869,2024-06-13,2025-10-18
192009984,ZH,4,Hausen am Albis,CH234077337273,0,1073,,,2331,,2685790.958,1230435.431,901,1001,1060,1278,,,,,145,,,,1,,,0,,7400,7500,869,2023-03-02,7400,7500,869,2023-03-02,7600,7500,869,2023-03-02,7600,7500,869,2023-03-02,2025-10-18
192009985,ZH,4,Hausen am Albis,CH234077337273,0,1073,,,2330,,2685773.732,1230433.752,901,1001,1060,1278,,,,,145,,,,1,,,0,,7400,7500,869,2023-03-02,7400,7500,869,2023-03-02,7600,7500,869,2023-03-02,7600,7500,869,2023-03-02,2025-10-18
192045454,ZH,4,Hausen am Albis,CH394077823327,0,2925,,,,,2682876.994,1233317.425,901,1002,1020,1122,,,,,166,3000,962,869,4,3,,0,411,7460,7582,869,2024-01-18,7400,7500,869,2024-01-18,7660,7582,869,2024-01-18,7600,7500,869,2024-01-18,2025-10-18
192045455,ZH,4,Hausen am Albis,CH394077823327,0,3894,,,,,2682859.222,1233338.274,901,1002,1020,1122,,,,,933,2500,961,869,3,3,,0,418,7410,7582,869,2024-01-18,7400,7500,869,2024-01-18,7660,7582,869,2024-01-18,7600,7500,869,2024-01-18,2025-10-18
192045875,ZH,4,Hausen am Albis,CH394077823327,0,3894,,,,,2682857.101,1233367.153,901,1002,1020,1122,,,,,189,3000,962,869,3,3,,0,371,7460,7582,869,2024-01-19,7400,7500,859,2024-01-19,7660,7582,869,2024-01-19,7600,7500,859,2024-01-19,2025-10-18
192045876,ZH,4,Hausen am Albis,CH394077823327,0,3894,,,,,2682846.022,1233389.326,901,1002,1020,1121,,,,,140,2500,962,869,3,2,,0,271,7460,7582,869,2024-01-19,7400,7500,859,2024-01-19,7660,7582,869,2024-01-19,7600,7500,859,2024-01-19,2025-10-18
210241570,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683533.848,1232272.103,901,1004,1060,1271,,,,,318,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241572,ZH,4,Hausen am Albis,,0,1610,,,n.n,,2684292.973,1230819.467,909,1007,1060,1271,,,,1999,,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241573,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683559.484,1232248.661,901,1004,1060,1271,,,,,121,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241575,ZH,4,Hausen am Albis,CH427772403323,0,1131,,,n.n,,2680802.946,1235048.708,901,1004,1060,1271,,,,,85,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241576,ZH,4,Hausen am Albis,CH713382407786,0,2846,,,n.n,,2681639.756,1233140.401,901,1004,1060,1271,,,,,81,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241577,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683554.388,1232244.574,901,1004,1060,1271,,,,,75,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241578,ZH,4,Hausen am Albis,CH234077337273,0,1073,,,n.n,,2685826.041,1230458.977,901,1004,1060,1274,,,,,70,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241579,ZH,4,Hausen am Albis,CH907733864027,0,3231,,,n.n,,2684342.616,1231036.517,901,1004,1060,1274,,,,,68,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241580,ZH,4,Hausen am Albis,CH957640773308,0,2001,,,n.n,,2682346.323,1234274.798,901,1004,1060,1274,,,,,61,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241581,ZH,4,Hausen am Albis,CH473377734073,0,1376,,,n.n,,2684232.787,1231078.063,901,1004,1060,1274,,,,,49,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241582,ZH,4,Hausen am Albis,CH267740338029,0,2616,,,n.n,,2682457.259,1233369.2,901,1004,1060,1274,,,,,49,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241583,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683481.673,1232227.943,901,1004,1060,1271,,,,,46,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241584,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683565.75,1232257.448,901,1004,1060,1271,,,,,42,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241585,ZH,4,Hausen am Albis,CH134077337210,0,1060,,,n.n,,2685635.515,1231082.965,901,1004,1060,1271,,,,,41,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241586,ZH,4,Hausen am Albis,CH127785403308,0,3229,,,n.n,,2681746.069,1235035.247,901,1004,1060,1274,,,,,41,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241587,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683562.404,1232254.554,901,1004,1060,1271,,,,,39,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241588,ZH,4,Hausen am Albis,CH827784403370,0,2990,,,n.n,,2684118.957,1231058.805,901,1004,1060,1274,,,,,38,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241589,ZH,4,Hausen am Albis,CH813384407734,0,2986,,,n.n,,2684109.38,1231126.652,901,1004,1060,1274,,,,,37,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241590,ZH,4,Hausen am Albis,CH257840773395,0,535,,,n.n,,2682132.677,1235481.709,901,1004,1060,1274,,,,,33,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241591,ZH,4,Hausen am Albis,CH543340777682,0,2086,,,n.n,,2683935.711,1231348.173,901,1004,1060,1274,,,,,31,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241592,ZH,4,Hausen am Albis,CH643340777252,0,1167,,,n.n,,2682881.981,1233867.991,901,1004,1060,1274,,,,,30,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241593,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683493.001,1232220.817,901,1004,1060,1271,,,,,30,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241594,ZH,4,Hausen am Albis,CH913377407763,0,98,,,n.n,,2682737.494,1233640.7,901,1004,1060,1274,,,,,29,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241595,ZH,4,Hausen am Albis,CH373377974035,0,3052,,,n.n,,2684042.222,1231298.663,901,1004,1060,1274,,,,,29,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241596,ZH,4,Hausen am Albis,CH513373407741,0,1407,,,n.n,,2682876.833,1232864.593,901,1004,1060,1274,,,,,28,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241598,ZH,4,Hausen am Albis,CH187940337744,0,650,,,n.n,,2681454.36,1234260.215,901,1004,1060,1274,,,,,26,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241599,ZH,4,Hausen am Albis,CH927772403347,0,1047,,,n.n,,2685538.21,1231169.933,901,1004,1060,1274,,,,,26,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241600,ZH,4,Hausen am Albis,CH458940773321,0,2498,,,n.n,,2682628.092,1233820.143,901,1004,1060,1274,,,,,26,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241601,ZH,4,Hausen am Albis,CH113381407708,0,2742,,,n.n,,2682760.936,1233778.097,901,1004,1060,1274,,,,,25,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241602,ZH,4,Hausen am Albis,CH687440337709,0,1649,,,n.n,,2683031.612,1232592.592,901,1004,1060,1274,,,,,25,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241603,ZH,4,Hausen am Albis,CH843340779063,0,3791,,,n.n,,2683425.659,1233521.875,901,1004,1060,1274,,,,,25,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241604,ZH,4,Hausen am Albis,CH113382407796,0,2905,,,n.n,,2682546.004,1233208.435,901,1004,1060,1274,,,,,23,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241605,ZH,4,Hausen am Albis,CH543340777979,0,752,,,n.n,,2683753.402,1233736.437,901,1004,1060,1274,,,,,22,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241606,ZH,4,Hausen am Albis,CH757540773306,0,1698,,,n.n,,2681211.689,1234784.802,901,1004,1060,1274,,,,,21,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241607,ZH,4,Hausen am Albis,CH727773403309,0,1183,,,n.n,,2684118.624,1230977.866,901,1007,1060,1274,,,,2022,20,,,,,,,0,,,,,,,,,,7600,7500,859,2022-08-16,7600,7500,859,2022-08-16,2025-10-18
210241608,ZH,4,Hausen am Albis,CH127776403389,0,2016,,,n.n,,2682545.151,1233724.883,901,1004,1060,1274,,,,,20,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241610,ZH,4,Hausen am Albis,CH258840773319,0,2326,,,n.n,,2683034.198,1232988.261,901,1004,1060,1274,,,,,19,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241611,ZH,4,Hausen am Albis,CH694077793331,0,758,,,n.n,,2683723.229,1233544.027,901,1004,1060,1274,,,,,18,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241612,ZH,4,Hausen am Albis,CH313371407730,0,962,,,n.n,,2684671.506,1231526.905,901,1004,1060,1271,,,,,18,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241613,ZH,4,Hausen am Albis,CH288040337780,0,2595,,,n.n,,2681668.967,1235286.515,901,1004,1060,1271,,,,,18,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241614,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683596.426,1232289.283,901,1004,1060,1271,,,,,17,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241615,ZH,4,Hausen am Albis,CH994077743341,0,1516,,,n.n,,2683125.988,1232516.223,901,1004,1060,1274,,,,,17,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241616,ZH,4,Hausen am Albis,CH658240773345,0,2971,,,n.n,,2682772.638,1233426.025,901,1004,1060,1274,,,,,17,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241618,ZH,4,Hausen am Albis,CH994077753338,0,1749,,,n.n,,2682788.865,1233314.554,901,1004,1060,1274,,,,,17,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241619,ZH,4,Hausen am Albis,CH167740338360,0,1277,,,n.n,,2684831.081,1232020.609,901,1004,1060,1274,,,,,16,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241620,ZH,4,Hausen am Albis,CH143340777723,0,128,,,n.n,,2682854.949,1233327.782,901,1004,1060,1274,,,,,16,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241621,ZH,4,Hausen am Albis,CH713382407786,0,2846,,,n.n,,2681733.162,1233097.704,901,1004,1060,1274,,,,,15,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241623,ZH,4,Hausen am Albis,CH913384407797,0,3046,,,n.n,,2684920.744,1232640.107,901,1004,1060,1274,,,,,15,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241624,ZH,4,Hausen am Albis,CH667740337592,0,1926,,,n.n,,2684291.658,1231048.026,901,1004,1060,1274,,,,,15,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241625,ZH,4,Hausen am Albis,CH658940773350,0,3776,,,n.n,,2682937.764,1233191.363,901,1004,1060,1274,,,,,15,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241626,ZH,4,Hausen am Albis,CH513398407710,0,3608,,,n.n,,2684169.056,1231267.18,901,1004,1060,1274,,,,,14,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241627,ZH,4,Hausen am Albis,CH234077338461,0,3090,,,n.n,,2682692.254,1233230.557,901,1004,1060,1274,,,,,14,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241628,ZH,4,Hausen am Albis,CH467740337464,0,1634,,,n.n,,2681408.304,1235934.935,901,1004,1060,1274,,,,,14,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241629,ZH,4,Hausen am Albis,CH507733874063,0,2214,,,n.n,,2682508.634,1233749.869,901,1004,1060,1274,,,,,14,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241630,ZH,4,Hausen am Albis,CH858740773336,0,2140,,,n.n,,2683124.32,1233084.292,901,1004,1060,1274,,,,,14,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241631,ZH,4,Hausen am Albis,CH294077743385,0,1561,,,n.n,,2682370.179,1232943.011,901,1004,1060,1274,,,,,13,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241632,ZH,4,Hausen am Albis,CH443340778708,0,2205,,,n.n,,2682863.149,1233908.126,901,1004,1060,1274,,,,,13,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241633,ZH,4,Hausen am Albis,CH173377704087,0,803,,,n.n,,2683888.466,1233063.755,901,1004,1060,1274,,,,,13,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241634,ZH,4,Hausen am Albis,CH994077823317,0,2875,,,n.n,,2684669.213,1232667.126,901,1004,1060,1271,,,,,13,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241635,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683599.249,1232293.809,901,1004,1060,1271,,,,,12,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241636,ZH,4,Hausen am Albis,CH334077337437,0,1610,,,n.n,,2684284.049,1230851.803,901,1004,1060,1274,,,,,12,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241637,ZH,4,Hausen am Albis,CH887040337749,0,779,,,n.n,,2683634.547,1233270.924,901,1004,1060,1271,,,,,12,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241638,ZH,4,Hausen am Albis,CH867740339801,0,3494,,,n.n,,2684243.674,1231191.73,901,1004,1060,1274,,,,,12,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241639,ZH,4,Hausen am Albis,CH667740337592,0,1926,,,n.n,,2684289.265,1231052.958,901,1004,1060,1274,,,,,12,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241640,ZH,4,Hausen am Albis,CH894077743375,0,1503,,,n.n,,2683123.854,1232664.529,901,1004,1060,1274,,,,,12,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241641,ZH,4,Hausen am Albis,CH358240773350,0,2933,,,n.n,,2681193.07,1234792.254,901,1004,1060,1274,,,,,12,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241642,ZH,4,Hausen am Albis,CH273377794026,0,661,,,n.n,,2681790.953,1233764.037,901,1004,1060,1274,,,,,12,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241643,ZH,4,Hausen am Albis,CH343340777059,0,843,,,n.n,,2685154.16,1231972.079,901,1004,1060,1274,,,,,11,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241645,ZH,4,Hausen am Albis,CH687840337795,0,599,,,n.n,,2682823.988,1233704.254,901,1004,1060,1274,,,,,10,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241646,ZH,4,Hausen am Albis,CH587940337705,0,742,,,n.n,,2683716.366,1232463.254,901,1004,1060,1271,,,,,10,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241647,ZH,4,Hausen am Albis,CH134077337012,0,813,,,n.n,,2683870.052,1232985.064,901,1004,1060,1274,,,,,10,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241648,ZH,4,Hausen am Albis,CH713397407748,0,3350,,,n.n,,2681450.277,1235452.515,901,1004,1060,1274,,,,,10,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241649,ZH,4,Hausen am Albis,CH713375407752,0,1693,,,n.n,,2682845.092,1233870.798,901,1004,1060,1274,,,,,10,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241650,ZH,4,Hausen am Albis,CH288440337769,0,3073,,,n.n,,2683068.622,1232639.324,901,1004,1060,1274,,,,,10,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241651,ZH,4,Hausen am Albis,CH634077337828,0,613,,,n.n,,2682363.458,1233344.8,901,1004,1060,1274,,,,,10,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241652,ZH,4,Hausen am Albis,CH594077903332,0,3754,,,n.n,,2681260.197,1235770.484,901,1004,1060,1274,,,,,10,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241653,ZH,4,Hausen am Albis,CH707733714043,0,890,,,n.n,,2683311.858,1231466.121,901,1004,1060,1274,,,,,10,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241654,ZH,4,Hausen am Albis,CH867740337326,0,1263,,,n.n,,2682754.299,1233674.139,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241655,ZH,4,Hausen am Albis,CH473377714079,0,970,,,n.n,,2684554.889,1231857.069,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241656,ZH,4,Hausen am Albis,CH457440773338,0,1632,,,n.n,,2681293.337,1235843.259,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241658,ZH,4,Hausen am Albis,CH957840773351,0,494,,,n.n,,2681117.245,1234754.393,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241659,ZH,4,Hausen am Albis,CH127776403389,0,2016,,,n.n,,2682548.719,1233721.865,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241660,ZH,4,Hausen am Albis,CH157740773359,0,129,,,n.n,,2682855.417,1233323.222,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241661,ZH,4,Hausen am Albis,CH227771403303,0,953,,,n.n,,2684514.107,1231610.592,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241662,ZH,4,Hausen am Albis,CH243340777390,0,1339,,,n.n,,2683957.389,1231158.811,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241663,ZH,4,Hausen am Albis,CH834077339738,0,3365,,,n.n,,2683582.63,1233653,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241664,ZH,4,Hausen am Albis,CH573377734039,0,1396,,,n.n,,2683051.194,1232688.476,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241666,ZH,4,Hausen am Albis,CH234077337966,0,667,,,n.n,,2681805.45,1233327.448,901,1004,1060,1274,,,,,9,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241667,ZH,4,Hausen am Albis,CH113382407796,0,2905,,,n.n,,2682559.17,1233212.71,901,1004,1060,1274,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241668,ZH,4,Hausen am Albis,CH967740338280,0,2895,,,n.n,,2682662.202,1233145.959,901,1004,1060,1274,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241669,ZH,4,Hausen am Albis,CH634077337828,0,613,,,n.n,,2682364.099,1233357.846,901,1004,1060,1274,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241670,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683587.684,1232290.243,901,1004,1060,1271,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241671,ZH,4,Hausen am Albis,CH587040337754,0,860,,,n.n,,2684590.52,1231928.01,901,1004,1060,1274,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241672,ZH,4,Hausen am Albis,CH434077337007,0,855,,,n.n,,2684312.44,1232449.928,901,1004,1060,1274,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241675,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683590.564,1232292.835,901,1004,1060,1271,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241676,ZH,4,Hausen am Albis,CH367740339775,0,1557,,,n.n,,2682411.799,1232879.764,901,1004,1060,1274,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241677,ZH,4,Hausen am Albis,CH288040337780,0,2595,,,n.n,,2681647.508,1235310.133,901,1004,1060,1274,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241678,ZH,4,Hausen am Albis,CH743340777317,0,3646,,,n.n,,2682625.871,1233225.787,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241679,ZH,4,Hausen am Albis,CH557240773358,0,1156,,,n.n,,2685411.095,1231510.218,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241680,ZH,4,Hausen am Albis,CH507733734008,0,1400,,,n.n,,2683023.691,1232672.009,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241681,ZH,4,Hausen am Albis,CH367740337597,0,1830,,,n.n,,2683985.23,1230985.994,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241682,ZH,4,Hausen am Albis,CH387640337757,0,2050,,,n.n,,2682649.864,1234062.64,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241683,ZH,4,Hausen am Albis,CH113377407744,0,125,,,n.n,,2682833.047,1233414.742,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241684,ZH,4,Hausen am Albis,CH873377734034,0,1196,,,n.n,,2684354.951,1232672.196,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241685,ZH,4,Hausen am Albis,CH457340773365,0,1392,,,n.n,,2681974.531,1233824.551,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241686,ZH,4,Hausen am Albis,CH288740337785,0,2173,,,n.n,,2682683.432,1234144.416,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241687,ZH,4,Hausen am Albis,CH307733864037,0,3303,,,100118,,2681175.751,1235610.376,901,1004,1060,1274,,,,,7,,,,,,,0,,7400,7500,859,2021-11-03,7400,7500,859,2021-11-03,7600,7500,859,2021-11-03,7600,7500,859,2021-11-03,2025-10-18
210241688,ZH,4,Hausen am Albis,CH107733774035,0,124,,,n.n,,2682813.64,1233453.588,905,1007,1060,1274,,,,2023,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241689,ZH,4,Hausen am Albis,CH127786403396,0,3282,,,n.n,,2683873.127,1231389.85,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241690,ZH,4,Hausen am Albis,CH127773403319,0,1304,,,n.n,,2686293.239,1230484.196,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241691,ZH,4,Hausen am Albis,CH707733714043,0,890,,,n.n,,2683276.866,1231465.471,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241692,ZH,4,Hausen am Albis,CH813375407718,0,1716,,,n.n,,2683007.393,1232569.562,901,1004,1060,1274,,,,,7,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241694,ZH,4,Hausen am Albis,CH688540337703,0,3258,,,n.n,,2684276.43,1230981.613,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241695,ZH,4,Hausen am Albis,CH827774403363,0,1507,,,n.n,,2683117.363,1232587.223,901,1007,1060,1274,,,,2022,6,,,,,,,0,,,,,,,,,,7600,7500,859,2022-08-16,7600,7500,859,2022-08-16,2025-10-18
210241696,ZH,4,Hausen am Albis,CH807733974028,0,3363,,,n.n,,2683381.533,1233469.138,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241697,ZH,4,Hausen am Albis,CH643340777846,0,614,,,n.n,,2682355.027,1233364.78,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241698,ZH,4,Hausen am Albis,CH888140337743,0,2706,,,n.n,,2683047.689,1232502.619,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241699,ZH,4,Hausen am Albis,CH267740338128,0,2761,,,n.n,,2682563.124,1233245.713,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241700,ZH,4,Hausen am Albis,CH413386407755,0,3348,,,n.n,,2682711.645,1233845.589,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241701,ZH,4,Hausen am Albis,CH227789403335,0,2467,,,n.n,,2684420.496,1231333.465,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241702,ZH,4,Hausen am Albis,CH194077993344,0,3653,,,n.n,,2685570.239,1231195.756,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241703,ZH,4,Hausen am Albis,CH858040773331,0,2558,,,n.n,,2684637.826,1232704.858,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241704,ZH,4,Hausen am Albis,CH873377734034,0,1196,,,n.n,,2684336.223,1232661.14,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241705,ZH,4,Hausen am Albis,CH194077813301,0,2740,,,n.n,,2682723.612,1233778.414,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
