EGID,GDEKT,GGDENR,GGDENAME,EGRID,LGBKR,LPARZ,LPARZSX,LTYP,GEBNR,GBEZ,GKODE,GKODN,GKSCE,GSTAT,GKAT,GKLAS,GBAUJ,GBAUM,GBAUP,GABBJ,GAREA,GVOL,GVOLNORM,GVOLSCE,GASTW,GANZWHG,GAZZI,GSCHUTZR,GEBF,GWAERZH1,GENH1,GWAERSCEH1,GWAERDATH1,GWAERZH2,GENH2,GWAERSCEH2,GWAERDATH2,GWAERZW1,GENW1,GWAERSCEW1,GWAERDATW1,GWAERZW2,GENW2,GWAERSCEW2,GWAERDATW2,GEXPDAT
210232183,ZH,5,Hedingen,CH967762568207,0,2351,,,n.n,,2675698.228,1239656.686,901,1004,1060,1271,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232184,ZH,5,Hedingen,CH707756756293,0,2643,,,n.n,,2676485.9,1239307.961,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232185,ZH,5,Hedingen,CH167762567097,0,599,,,n.n,,2676064.937,1238996.497,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232186,ZH,5,Hedingen,CH927774625637,0,1256,,,n.n,,2676159.118,1238763.011,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232187,ZH,5,Hedingen,CH427780625656,0,2208,,,n.n,,2676069.04,1239497.252,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232188,ZH,5,Hedingen,CH896277755637,0,1420,,,n.n,,2676172.269,1238598.509,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232189,ZH,5,Hedingen,CH796277745674,0,1223,,,n.n,,2676231.877,1238593.095,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232191,ZH,5,Hedingen,CH658062775672,0,2235,,,n.n,,2676323.388,1239032.976,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232192,ZH,5,Hedingen,CH458162775616,0,2295,,,n.n,,2676146.396,1240159.569,901,1004,1060,1271,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232193,ZH,5,Hedingen,CH475677776297,0,84,,,n.n,,2676452.452,1239472.895,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232195,ZH,5,Hedingen,CH115670627702,0,594,,,n.n,,2675989.97,1238980.167,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232196,ZH,5,Hedingen,CH545662777441,0,1361,,,n.n,,2676484.279,1238613.196,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232197,ZH,5,Hedingen,CH727778625669,0,128,,,n.n,,2676741.853,1239319.607,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232198,ZH,5,Hedingen,CH715675627744,0,1401,,,n.n,,2676211.356,1238760.666,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232199,ZH,5,Hedingen,CH258762775619,0,1802,,,n.n,,2676275.802,1238738.037,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232201,ZH,5,Hedingen,CH675677706250,0,690,,,n.n,,2676325.924,1239149.81,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232202,ZH,5,Hedingen,CH707756786284,0,126,,,n.n,,2676725.945,1239369.072,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232203,ZH,5,Hedingen,CH587662567713,0,1692,,,n.n,,2676395.288,1239527.887,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232204,ZH,5,Hedingen,CH327770625683,0,641,,,n.n,,2676340.307,1239432.538,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232205,ZH,5,Hedingen,CH696277735614,0,1210,,,n.n,,2676094.583,1238617.744,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232206,ZH,5,Hedingen,CH407756896256,0,2068,,,n.n,,2676536.329,1239924.331,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232211,ZH,5,Hedingen,CH457962775670,0,434,,,n.n,,2676196.122,1238497.021,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232212,ZH,5,Hedingen,CH396277795601,0,397,,,n.n,,2676151.028,1238533.196,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210294926,ZH,5,Hedingen,CH387062567749,0,637,,,,,2676307.728,1239403.796,904,1008,1020,1122,,,,,,,,,3,3,,0,150,7410,7598,869,2020-07-07,7400,7500,860,2020-07-07,7610,7598,869,2020-07-07,7600,7500,860,2020-07-07,2025-10-18
210297667,ZH,5,Hedingen,CH245662777347,0,1156,,,n.v.,,2678125.052,1239214.787,901,1004,1060,1274,,,,,23,,,,,,,0,,7400,7500,869,2020-12-08,7400,7500,869,2020-12-08,7600,7500,869,2020-12-08,7600,7500,869,2020-12-08,2025-10-18
2940,ZH,5,Hedingen,,0,370,,,75,,2676615.37,1238116.478,909,1007,1020,1110,,,8011,1999,,,,,2,1,,,,7436,7540,869,2001-11-29,,,,,7600,7500,859,2014-03-18,7600,7500,859,2014-03-18,2025-10-18
2988,ZH,5,Hedingen,,0,200,,,550,,2676603.848,1238927.783,909,1007,1020,1110,,,8013,2010,,,,,1,1,,,,7430,7530,860,2001-11-29,,,,,7630,7530,860,2001-11-29,7600,7500,860,2001-11-29,2025-10-18
3201,ZH,5,Hedingen,,0,93,,,394,,2676510.836,1239249.831,909,1007,1030,1110,,,8013,1999,,,,,2,1,,,,7450,7560,869,2001-11-29,,,,,7650,7560,869,2001-11-29,,,,,2025-10-18
3334,ZH,5,Hedingen,,0,1569,,,39,,2676158.517,1239115.676,909,1007,1020,1110,,,8012,2011,,,,,1,1,,,,7436,7540,860,2001-11-29,,,,,7650,7560,860,2001-11-29,7600,7500,860,2001-11-29,2025-10-18
191960484,ZH,6,Kappel am Albis,CH557966774115,0,642,,,919,Scheune,2683531.865,1231040.657,901,1004,1060,1274,,,,,63,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
191960485,ZH,6,Kappel am Albis,CH557966774115,0,642,,,920,Gartenküche,2683520.316,1231007.856,901,1004,1060,1274,,,,,30,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
191960498,ZH,6,Kappel am Albis,CH557966774115,0,642,,,878,Reithalle,2683509.049,1231058.307,901,1004,1060,1271,,,,,197,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
191960503,ZH,6,Kappel am Albis,CH387066417758,0,767,,,n.E.,Sonderbau,2682529.099,1231416.235,901,1004,1060,1274,,,,,4,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
191973867,ZH,6,Kappel am Albis,CH114176667750,0,1498,,,n.v.,,2680287.375,1230616.668,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
191978387,ZH,6,Kappel am Albis,CH174177876685,0,1606,,,38,,2680183.75,1230359.875,904,1008,1020,1122,,,,,,,,,2,4,,,,7410,7501,869,2022-03-30,7400,7500,869,2022-03-30,7610,7501,869,2022-03-30,7600,7500,869,2022-03-30,2025-10-18
192006240,ZH,6,Kappel am Albis,CH544166777026,0,828,,,924,Holzlager,2682874.149,1231478.277,901,1004,1080,1271,,,,,641,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192011539,ZH,6,Kappel am Albis,CH744677778302,0,1420,,,n.n.,,2682515.771,1231236.769,901,1002,1020,1122,,,,,189,3800,962,869,3,3,,0,567,7410,7511,852,2023-03-14,7400,7500,852,2023-03-14,7610,7511,852,2023-03-14,7600,7500,852,2023-03-14,2025-10-18
192014511,ZH,6,Kappel am Albis,CH614178667756,0,383,,,,,2680932.305,1230145.754,901,1001,1060,1276,,,,,68,,,,1,,,0,,7400,7500,869,2023-04-06,7400,7500,869,2023-04-06,7600,7500,869,2023-04-06,7600,7500,869,2023-04-06,2025-10-18
192017738,ZH,6,Kappel am Albis,CH236677418711,0,1666,,,925,Gartenhaus Feldblumenweg 11,2682841.664,1231166.849,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192017740,ZH,6,Kappel am Albis,CH236677418711,0,1666,,,916,Gartenhaus Feldblumenweg 9,2682867.917,1231183.364,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192055960,ZH,6,Kappel am Albis,CH567766417067,0,830,,,n.n.,Bauwagen,2682738,1231256,905,1001,1060,1263,,,,,16,32,969,869,1,,,0,,7400,7500,869,2024-04-29,7400,7500,869,2024-04-29,7600,7500,869,2024-04-29,7600,7500,869,2024-04-29,2025-10-18
192097110,ZH,6,Kappel am Albis,CH927774664140,0,1286,,,n.n,,2680147,1230864,904,1002,1020,1122,,,,,240,5374,961,869,4,6,,0,550,7410,7501,869,2024-09-24,7436,7541,869,2024-09-24,7610,7501,869,2024-09-24,7600,7500,869,2024-09-24,2025-10-18
210228972,ZH,6,Kappel am Albis,CH644166777881,0,386,,,n.v.,,2681114.744,1230689.399,901,1004,1060,1271,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228973,ZH,6,Kappel am Albis,CH414174667763,0,1334,,,n.v.,,2680117.746,1231662.132,901,1004,1060,1271,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228974,ZH,6,Kappel am Albis,CH157966774154,0,515,,,n.v.,,2679940.327,1231557.036,901,1004,1060,1271,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228975,ZH,6,Kappel am Albis,CH907741796647,0,471,,,n.v.,,2680367.734,1231890.397,901,1004,1060,1220,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228976,ZH,6,Kappel am Albis,CH407741766632,0,1532,,,n.v.,,2682227.279,1231727.988,901,1004,1060,1274,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228977,ZH,6,Kappel am Albis,CH327781774646,0,406,,,n.v.,,2680575.703,1230654.267,901,1004,1060,1271,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228978,ZH,6,Kappel am Albis,CH544166777719,0,126,,,n.v.,,2680564.848,1231217.581,901,1004,1060,1274,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228979,ZH,6,Kappel am Albis,CH674177736654,0,1230,,,n.v.,,2682328.708,1231808.593,901,1004,1060,1274,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228980,ZH,6,Kappel am Albis,CH487466417713,0,1331,,,n.v.,,2682833.388,1231432.57,901,1004,1060,1271,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228981,ZH,6,Kappel am Albis,CH644166777881,0,386,,,n.v.,,2681128.115,1230648.83,901,1007,1060,1271,,,,2020,129,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228982,ZH,6,Kappel am Albis,CH207741746609,0,1306,,,n.v.,,2679965.708,1231765.838,901,1004,1060,1274,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228983,ZH,6,Kappel am Albis,CH614178667756,0,383,,,n.v.,,2680911.256,1230186.601,901,1004,1060,1274,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228984,ZH,6,Kappel am Albis,CH767766417591,0,1378,,,n.v.,,2682267.615,1231825.663,901,1004,1060,1274,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228985,ZH,6,Kappel am Albis,CH627770664181,0,840,,,918,,2682923.715,1231053.277,901,1004,1060,1274,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228986,ZH,6,Kappel am Albis,CH407741876696,0,1639,,,n.v.,,2680261.508,1230574.636,901,1004,1060,1274,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228987,ZH,6,Kappel am Albis,CH988277467795,0,993,,,n.v.,,2680171.586,1230411.381,901,1007,1060,1274,,,,2024,33,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228988,ZH,6,Kappel am Albis,CH127779664173,0,508,,,n.v.,,2680045.149,1230511.105,901,1004,1060,1271,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228989,ZH,6,Kappel am Albis,CH967766418711,0,1605,,,n.v.,,2680201.945,1230398.375,901,1004,1060,1274,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228990,ZH,6,Kappel am Albis,CH136677417953,0,510,,,n.v.,,2680153.276,1230628.816,901,1004,1060,1274,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228991,ZH,6,Kappel am Albis,CH727771664138,0,850,,,n.v.,,2682709.401,1230895.102,901,1004,1060,1274,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228992,ZH,6,Kappel am Albis,CH758377774626,0,840,,,n.v.,,2682919.753,1231077.752,901,1004,1060,1274,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228993,ZH,6,Kappel am Albis,CH227774664184,0,1308,,,n.v.,,2682878.801,1231327.002,901,1004,1060,1274,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228994,ZH,6,Kappel am Albis,CH796677704190,0,690,,,n.v.,,2680304.126,1230667.285,901,1007,1060,1274,,,,2023,41,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228995,ZH,6,Kappel am Albis,CH674177706663,0,1385,,,n.v.,,2681107.26,1230392.85,901,1004,1060,1274,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228996,ZH,6,Kappel am Albis,CH314178667761,0,1549,,,n.v.,,2680226.39,1230371.045,901,1004,1060,1274,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228997,ZH,6,Kappel am Albis,CH127779664173,0,508,,,n.v.,,2680048.612,1230507.47,901,1004,1060,1271,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228998,ZH,6,Kappel am Albis,CH474177726628,0,1050,,,n.v.,,2682351.594,1231183.406,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210228999,ZH,6,Kappel am Albis,CH296677874115,0,1617,,,n.v.,,2682191.942,1231930.015,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229000,ZH,6,Kappel am Albis,CH727771664138,0,850,,,n.v.,,2682696.819,1230888.499,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229001,ZH,6,Kappel am Albis,CH767766417987,0,415,,,n.v.,,2680737.224,1230559.626,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229002,ZH,6,Kappel am Albis,CH574177756682,0,1428,,,n.v.,,2680412.365,1230648.192,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229003,ZH,6,Kappel am Albis,CH287266417738,0,1012,,,n.v.,,2682644.428,1231239.384,901,1004,1060,1274,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229004,ZH,6,Kappel am Albis,CH136677417458,0,1297,,,n.v.,,2679970.259,1231668.927,901,1004,1060,1274,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229005,ZH,6,Kappel am Albis,CH774177746617,0,1250,,,n.v.,,2679983.219,1231510.346,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229006,ZH,6,Kappel am Albis,CH357566774194,0,1439,,,n.v.,,2680298.56,1230734.448,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229008,ZH,6,Kappel am Albis,CH496677764177,0,1533,,,n.v.,,2682177.895,1231672.515,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229009,ZH,6,Kappel am Albis,CH687266417796,0,1083,,,n.v.,,2682510.948,1231051.671,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229010,ZH,6,Kappel am Albis,CH927787664120,0,1603,,,n.v.,,2682850.274,1231285.317,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229011,ZH,6,Kappel am Albis,CH767766417195,0,854,,,n.v.,,2682962.06,1231004.746,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229012,ZH,6,Kappel am Albis,CH174177736630,0,1155,,,n.v.,Reservoir,2680945.175,1231007.041,901,1004,1080,1274,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229013,ZH,6,Kappel am Albis,CH407741746638,0,1333,,,n.v.,,2680068.628,1231726.397,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229014,ZH,6,Kappel am Albis,CH914173667796,0,1146,,,n.v.,,2679946.532,1231686.787,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229015,ZH,6,Kappel am Albis,CH674177706663,0,1385,,,n.v.,,2681104.633,1230388.982,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229016,ZH,6,Kappel am Albis,CH244166777526,0,1391,,,n.v.,,2682522.777,1231403.519,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229017,ZH,6,Kappel am Albis,CH887466417771,0,223,,,n.v.,,2680186.846,1230504.927,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229018,ZH,6,Kappel am Albis,CH307741726678,0,1039,,,n.v.,,2682477.736,1231324.426,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229019,ZH,6,Kappel am Albis,CH887466417771,0,223,,,n.v.,,2680183.741,1230500.041,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229020,ZH,6,Kappel am Albis,CH627779664197,0,672,,,n.v.,,2680265.811,1230752.961,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229021,ZH,6,Kappel am Albis,CH674177736654,0,1230,,,n.v.,,2682345.095,1231796.958,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229022,ZH,6,Kappel am Albis,CH727770664147,0,701,,,n.v.,Zisterne,2679681.222,1230957.534,901,1004,1080,1274,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229023,ZH,6,Kappel am Albis,CH674177706663,0,1385,,,n.v.,,2681088.443,1230384.75,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229024,ZH,6,Kappel am Albis,CH374177766650,0,1519,,,n.v.,,2680370.281,1230740.889,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229025,ZH,6,Kappel am Albis,CH357066774135,0,795,,,n.v.,,2682465.901,1231441.153,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229026,ZH,6,Kappel am Albis,CH307741726678,0,1039,,,n.v.,,2682480.608,1231305.998,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229027,ZH,6,Kappel am Albis,CH414173667772,0,1209,,,n.v.,,2682448.091,1231416.478,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229028,ZH,6,Kappel am Albis,CH957366774141,0,1153,,,n.v.,,2682444.228,1231516.563,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229029,ZH,6,Kappel am Albis,CH844166777021,0,722,,,n.v.,,2682212.822,1231755.658,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229030,ZH,6,Kappel am Albis,CH267766417369,0,1179,,,n.v.,,2680462.413,1230698.555,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229031,ZH,6,Kappel am Albis,CH744166777649,0,1464,,,n.v.,,2680063.92,1230739.494,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229032,ZH,6,Kappel am Albis,CH327772664168,0,1042,,,n.v.,,2680144.385,1230663.341,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229033,ZH,6,Kappel am Albis,CH514177667702,0,1389,,,n.v.,,2682511.497,1231401.931,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229034,ZH,6,Kappel am Albis,CH207741766603,0,1516,,,n.v.,,2680386.711,1230643.761,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229035,ZH,6,Kappel am Albis,CH274177726696,0,1011,,,n.v.,,2682583.084,1231253.639,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210229036,ZH,6,Kappel am Albis,CH887366417701,0,1116,,,n.v.,,2682519.198,1231471.312,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210261830,ZH,6,Kappel am Albis,CH358766774161,0,1633,,,,,2682826.389,1231253.761,904,1001,1020,1110,,,,,83,,,,3,1,,0,162,7410,7598,869,2022-01-06,7400,7500,869,2023-08-22,7610,7598,869,2022-01-06,7600,7500,869,2023-08-22,2025-10-18
210261831,ZH,6,Kappel am Albis,CH344166778777,0,1632,,,,,2682821.315,1231258.939,904,1001,1020,1110,,,,,83,,,,3,1,,0,166,7410,7598,869,2022-01-06,7400,7500,869,2023-08-22,7610,7598,869,2022-01-06,7600,7500,869,2023-08-22,2025-10-18
210261832,ZH,6,Kappel am Albis,CH336677418774,0,1631,,,,,2682808.482,1231272.033,904,1001,1020,1110,,,,,83,,,,3,1,,0,162,7410,7598,869,2022-01-06,7400,7500,869,2023-08-22,7610,7598,869,2022-01-06,7600,7500,869,2023-08-22,2025-10-18
210261833,ZH,6,Kappel am Albis,CH327787664130,0,1630,,,,,2682803.407,1231277.211,904,1001,1020,1110,,,,,83,,,,3,1,,0,,7410,7598,852,2022-01-06,7400,7500,852,2022-01-06,7610,7598,852,2022-01-06,7600,7500,852,2022-01-06,2025-10-18
191982197,ZH,7,Knonau,CH297777834616,0,1528,,,n.v.,Jauchesilo,2677516.959,1231738.042,901,1004,1080,1278,,,8023,,327,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192013316,ZH,7,Knonau,CH737777467922,0,1540,,,1239,Unterniveaugarage,2677310.791,1230799.428,901,1004,1080,1242,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192043872,ZH,7,Knonau,CH974677817773,0,1522,,,1106,Unterstand,2676092.646,1232632.815,901,1004,1080,1274,,,,,272,,,,1,,,0,,,,,,,,,,,,,,,,,,2025-10-18
192043873,ZH,7,Knonau,CH974677817773,0,1522,,,1104,Unterstand,2676121.882,1232673.188,901,1004,1080,1274,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192043875,ZH,7,Knonau,CH974677817773,0,1522,,,1105,Unterstand,2676141.179,1232673.812,901,1004,1080,1274,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192062180,ZH,7,Knonau,CH688277467703,0,1546,,,1281,,2677102.434,1230961.496,901,1002,1020,1121,,,,,70,2026,961,869,5,2,,0,160,7411,7501,869,2024-07-08,7499,7570,869,2024-07-08,7610,7501,869,2024-07-08,7600,7500,869,2024-07-09,2025-10-18
192067701,ZH,7,Knonau,CH937777467357,0,318,,,,,2679085.777,1230067.802,904,1002,1060,1271,,,,,674,7735,962,869,1,,,0,674,7499,7542,857,2024-09-18,7400,7500,857,2024-09-18,7699,7542,857,2024-09-18,7600,7500,857,2024-09-18,2025-10-18
192071032,ZH,7,Knonau,CH474677777761,0,44,,,,Milchviehstall,2676611.25,1232510.375,904,1008,1060,1271,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2025-10-18
192071033,ZH,7,Knonau,CH474677777761,0,44,,,,Hochsilo,2676595.25,1232541.375,904,1008,1080,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192071034,ZH,7,Knonau,CH137777467437,0,88,,,190,Remise,2676739.25,1231767.625,904,1001,1060,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192071035,ZH,7,Knonau,CH474677777761,0,44,,,,Wohnhaus Stöckweid,2676553.5,1232482.125,904,1001,1020,1122,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2025-10-18
192071036,ZH,7,Knonau,CH697777774692,0,413,,,531,Dreifamilienhaus,2677141.5,1231060.375,904,1001,1020,1122,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2025-10-18
192079276,ZH,7,Knonau,CH667777467115,0,1375,,,,,2677275.5,1230842.625,904,1001,1060,1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192081316,ZH,7,Knonau,CH697777874662,0,1396,,,,Atelierhaus,2677113.25,1230794.375,904,1001,1020,1110,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2025-10-18
192082784,ZH,7,Knonau,CH327775774603,0,242,,,,Galtviehstall,2677795.5,1231403.25,904,1001,1060,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192084059,ZH,7,Knonau,CH414688777760,0,1494,,,,,2677102,1230909.125,904,1001,1020,1121,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,2025-10-18
192090449,ZH,7,Knonau,CH844677777870,0,637,,,1283,,2677810.238,1230377.127,901,1002,1020,1122,,,,,239,3500,962,869,5,5,,,585,7410,7501,869,2025-06-05,7400,7500,869,2025-06-30,7610,7501,869,2025-06-05,7600,7500,869,2025-06-30,2025-10-18
192096847,ZH,7,Knonau,CH737777467922,0,1540,,,,Neubau MFH Kehrli,2677252.8,1230783.599,904,1001,1020,1122,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,2025-10-18
192097550,ZH,7,Knonau,CH144677777124,0,1232,,,n.v.,,2677827.985,1230532.676,901,1004,1060,1274,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
192097739,ZH,7,Knonau,CH287277467721,0,1543,,,,Meyerhaus,2677482.089,1230859.029,904,1001,1020,1122,,,,,580,580,962,869,,3,,,580,7460,7580,869,2025-09-16,,,,,7660,7580,869,2025-09-16,,,,,2025-10-18
192097740,ZH,7,Knonau,CH287277467721,0,505,,,,Neubau 1,2677468.651,1230830.904,904,1001,1020,1122,,,,,1380,3300,962,869,6,7,,,1380,7460,7580,869,2025-09-16,,,,,7660,7580,869,2025-09-16,,,,,2025-10-18
